loan_amount,interest_rate,tenure_months,borrower_income,credit_score,default,risk_segment
398611.36492577405,12.421895471997258,36,142021.46511012345,711.8799163635325,0,Prime
405792.3388763354,7.539971240386267,36,72683.05509655146,631.2721569434432,0,Subprime
546409.9874715273,17.291458135261088,24,74664.62673789731,507.5122276776899,0,High Risk
210383.1317005352,12.563487631974787,24,53820.99409658185,634.1453702923947,0,Subprime
218507.24512468895,11.411672707870638,36,94440.6199368023,708.6616360774964,0,Prime
356311.15574951284,16.08043673574198,48,59870.49606516162,758.5615538254638,0,Low Risk
457310.5696576305,12.82396208024261,12,110645.05693005784,672.4460739347819,0,Prime
562181.513119601,17.179809152139867,12,60272.58360544533,531.1202658880561,0,High Risk
795071.2433899103,15.851017848730093,36,90253.74404356892,617.490340334795,0,Subprime
671531.9246404038,16.050707969601433,24,78609.6726182132,688.0045718151362,0,Prime
468012.2940073146,9.902132866398397,48,126653.34857927902,719.2971806525817,0,Prime
496196.75841946225,17.6358319561592,36,92284.38158594145,690.5657269778516,0,Prime
299494.12707243825,14.783751593701568,12,121610.21957374763,629.8713969561446,0,Subprime
496297.372801522,12.892168582261391,60,83258.705023315,718.681234382048,0,Prime
442268.2722159723,14.430165402026754,24,74877.79098457155,598.7547925923948,0,Subprime
564543.7120676179,8.67129430130504,60,78854.27691394325,664.771925829931,0,Subprime
334553.81128953537,15.225958434442013,36,56857.72395868422,709.9829929525388,0,Prime
603869.3028482344,10.911885475453786,12,95950.06351111615,696.1308645602853,0,Prime
806547.7826005155,9.941989142469396,48,59289.2497758954,697.9275976180219,0,Prime
478247.97030862846,9.432922441346326,60,83373.89124553549,695.9131994896137,0,Prime
580342.3444197883,17.338065124969777,48,105656.05899391737,566.1044898165895,0,High Risk
638028.7983422225,12.112209818921635,12,127506.46729330816,651.404603994386,0,Subprime
419755.90562283277,18.601183129749497,60,84885.8025159497,577.2603633246354,1,High Risk
544818.4963620834,12.392595610843106,48,105836.21168198097,626.84207549176,0,Subprime
502518.480156359,8.87792612722116,48,102256.63251142442,556.4928055996646,0,High Risk
519535.21970976633,10.650426680154023,60,68528.68727537073,677.5973365081563,0,Prime
345398.0432289067,17.707434860020815,12,143234.1036327253,492.78786022555084,0,High Risk
504902.03485178854,13.532305466189998,48,62712.7339136317,699.3824954086772,0,Prime
599599.65824909,12.355138110528197,36,82729.83878448696,651.2278230255225,0,Subprime
790228.7215590084,14.480054677558362,60,123623.59260195283,802.1727715262027,0,Low Risk
691854.1652170414,15.505348208502635,24,122883.74728396471,633.6319878383031,0,Subprime
930636.4915023113,17.35219644770738,24,80429.61194106984,633.6082642243748,0,Subprime
346530.48742239014,18.34549768967878,12,109712.50243521883,704.6025826023525,0,Prime
674464.1273441357,12.920694062632743,36,73280.82990669334,638.2805828337247,0,Subprime
536668.4011476703,10.021856941753885,48,65339.63329102826,671.9866245839938,0,Prime
937960.5866435345,12.759604516630173,24,43616.3278064468,729.5520033670864,0,Prime
338340.3429289697,14.780841519748659,12,101716.44096437842,628.5988129887296,0,Subprime
332055.6315638448,11.108723221368168,36,104876.62793805369,745.6208135225174,0,Low Risk
380121.47091119556,11.12854725531487,36,62963.321133330144,515.6692915588308,0,High Risk
75220.85513803863,15.031363644649657,12,88043.00101955705,778.278390108386,0,Low Risk
394848.9956638478,13.854042945288647,12,159529.652836158,506.9467134843734,0,High Risk
348173.4676892604,14.09839098623476,48,114400.46900352094,758.1749849358015,0,Low Risk
530078.7572952416,11.724513995899791,12,52955.481722634155,500.68300253566383,0,High Risk
568351.1951554319,13.308797857382698,48,110046.86839290164,808.4467294727831,0,Low Risk
875234.1678431772,11.227300567195087,48,53094.146562479575,662.8700970863913,0,Subprime
690084.7676372101,16.67059523337436,60,15000.0,574.4092613932919,1,High Risk
384619.2688675194,17.105748004171257,36,79387.63570201614,799.2095813484112,0,Low Risk
320317.06573032844,8.461436413285718,36,126896.04378778956,562.8903942085886,0,High Risk
598383.8343013012,11.211467419422771,36,121923.43881310825,631.8116896410763,0,Subprime
235953.35859587154,9.510412234729763,60,91317.05507277964,850.0,0,Low Risk
866291.7531708707,12.049928196779305,48,63748.117602503175,681.6430523608727,0,Prime
735888.0241442574,13.749686090628918,48,94593.4905173794,487.91881617743917,1,High Risk
406164.8695790591,9.651064340904409,12,71925.19489067268,628.1366226101611,0,Subprime
157373.09418182448,11.234420560624061,60,64590.32924092068,621.0592429992753,0,Subprime
770774.4748330826,10.988127883755505,12,111860.06606916714,665.0813501251336,0,Subprime
477092.0309494764,14.621801988196832,60,64218.92660868221,646.4445622510968,0,Subprime
747563.2623946923,14.208033011108752,12,113817.09669428229,693.6680398266875,0,Prime
181114.46824112657,11.83478733998824,24,62234.42114108561,527.7556599366453,0,High Risk
380124.9954092454,14.530462616418195,36,141754.75864468666,606.1677567851598,0,Subprime
501048.73994363664,12.359959746238204,36,30780.966791446423,674.947490562552,0,Prime
509396.1187529484,13.18503466902184,48,51296.92004886296,589.0286554050739,0,Subprime
409986.90570415126,19.02035627089561,24,75338.96797429032,737.6754866766357,1,Prime
624569.9864694998,18.021383155371044,36,20478.68290435811,590.6290525972191,1,Subprime
286475.91412348114,10.101256289217208,48,15000.0,661.4663271469327,0,Subprime
471524.1029957413,16.489197253637524,24,20737.771492681743,641.6034427912621,1,Subprime
524059.1263423798,16.434189663474776,36,71237.32369066976,568.8255301146141,0,High Risk
602887.7668117498,10.555210133742145,12,71998.69970347661,654.839279616926,0,Subprime
642322.975617778,16.456332931264583,60,89989.98443698598,545.0454276092737,0,High Risk
275071.5816324261,18.61379575523766,24,74089.95554670972,614.5111018580318,0,Subprime
193177.16585287557,10.632365581266757,48,88985.49393532547,652.4219323596244,0,Subprime
755535.3643797018,11.24749153695721,24,66493.50756684793,535.8129448741314,0,High Risk
566462.8023959183,17.05298440053051,48,101444.47272415043,699.8801312736418,0,Prime
350302.6926886893,14.814485932476945,24,97829.30009520566,670.8299734807568,0,Prime
810230.3951045047,15.65442882571857,48,70199.22140427443,692.560062103098,0,Prime
523134.9268585717,15.02176764920149,36,95990.34304017172,650.1975260912043,0,Subprime
735859.4368127653,15.172087762784432,12,74280.62192153992,557.945313496658,1,High Risk
513503.6962820218,10.020583615066752,36,34330.222538206835,649.9941718470019,1,Subprime
912149.5849763975,17.141953119864347,12,107134.89924147865,699.8477666919539,0,Prime
851068.1684886408,17.508769977283322,36,52795.51860204712,554.7752968426988,1,High Risk
450207.1703041853,13.311827767795917,36,106814.71865425301,561.1339186729645,0,High Risk
694314.190190871,13.869569150558412,24,89720.8031635107,630.3132491239112,0,Subprime
629075.1899170295,9.406677492332832,60,77464.33072948632,620.2936371974139,0,Subprime
773726.3115064697,15.542764268053505,48,23690.19813646742,648.7068932304987,0,Subprime
307015.3078839791,15.716172325142432,48,126192.36672243332,626.6641643436842,0,Subprime
637210.2919996879,13.813426949002068,48,69106.58415937735,662.799963663775,0,Subprime
711684.8973699176,17.37306007961151,12,99036.90761466749,747.7454415559487,0,Low Risk
148252.10271537717,12.997768307060179,48,76580.77629887656,693.0710710877886,0,Prime
263348.297466845,15.6938177776808,48,71856.93993312836,654.4921323469134,0,Subprime
92153.56444797991,10.941006983923653,24,85784.23515190968,561.4630762443383,1,High Risk
446118.6331110884,13.929343547377286,36,80797.16850325541,592.2410729779568,0,Subprime
643508.4511591925,13.476937226291492,48,71990.21629472637,717.3387343237475,0,Prime
800471.4104192057,14.675923766122825,60,78340.56324163542,612.5211684913346,0,Subprime
514818.956083955,12.891419213499924,48,92811.9396881513,572.579829720503,0,High Risk
825723.1091142583,13.605582212984997,12,94934.57530274884,817.8426495023035,0,Low Risk
223979.70835702174,16.47814151432452,12,81300.71638231789,771.9567499141341,0,Low Risk
159323.51212896907,12.689707288285348,12,98628.10969443317,640.0437264693716,0,Subprime
488890.46022067626,9.180268697783962,48,67277.9058667074,563.3868398745009,0,High Risk
576813.0897878614,19.24875171261626,24,146746.59142989368,707.8687077818357,0,Prime
493461.05038118135,18.14436223607146,60,124567.65824023343,610.7945601336701,0,Subprime
86511.5799920247,10.123211914683143,48,102873.28984494833,721.0826210249638,0,Prime
482175.99209744233,16.069123415735582,24,21752.585184888485,610.8757271389899,1,Subprime
239106.09989902936,12.49107568834597,24,98180.57416564946,781.6316454316204,0,Low Risk
633934.5097660077,14.79046164599318,48,69900.88751413836,608.5006694883322,0,Subprime
573319.6492193696,14.882672387040481,48,50639.57805771941,839.1786787682879,0,Low Risk
312024.04273452895,13.296776599051034,24,69137.11849085541,665.6046227903745,0,Subprime
397226.6165326613,11.648703003240811,24,53964.957982117405,760.7444507243551,0,Low Risk
288157.29562220967,11.928376843051222,24,95204.09281278518,606.7919712792107,0,Subprime
487464.1805453656,11.251424253556273,48,128479.82187689684,545.0919798393455,0,High Risk
691028.4641002477,11.504533375308666,24,104780.86375120346,465.5021756514484,0,High Risk
302854.79073289124,13.798465129851934,12,162875.75722368757,752.1283070464025,0,Low Risk
600809.3031035688,11.852720032667744,48,33391.627112737864,655.4411127980833,0,Subprime
393948.4763255118,16.04615619713786,12,64818.9588659268,550.1939639582633,0,High Risk
341425.43354753114,18.46173846600778,36,51709.244229730684,755.4562440868684,0,Low Risk
478593.92800908844,12.259840275889871,48,116881.04943079574,742.4795213408662,0,Low Risk
292951.53551612515,14.718213501606131,36,73383.48929064386,760.5908672296428,0,Low Risk
389270.1389305636,15.499055330908801,24,85685.48589431762,542.8171177245713,0,High Risk
260424.4214822303,15.416006812757823,24,99010.56595919178,749.7129040836603,0,Low Risk
892945.0265832779,14.227865803748262,60,36356.33448389774,680.7233580540434,0,Prime
507052.71039434575,16.22804725507917,24,61359.531103850095,764.2098429846061,0,Low Risk
360054.89840148285,15.446746858041971,36,109917.97861093743,693.4184931635506,0,Prime
542795.9821468444,10.287012733018106,24,63557.36298476241,663.841245027811,0,Subprime
477534.390061834,16.60746819316782,48,28590.71092793924,750.7988187569775,0,Low Risk
455806.0800933554,16.661872511800226,24,52932.11336947255,718.1519550547453,0,Prime
622833.340008685,11.710141687464255,60,71411.95839184204,736.5412479018427,0,Prime
651501.542009461,14.113813506342806,24,85002.81559668285,610.956207947937,0,Subprime
393899.7704778945,16.049986978433207,36,77875.60070148442,636.2072500804417,0,Subprime
384836.351871064,13.372058541261914,36,61573.46474171078,511.29491262026687,0,High Risk
444989.6605696712,17.218934143298036,24,108179.40316545407,605.1900744746724,0,Subprime
50000.0,21.09161748385808,36,76128.17190314273,713.2314830911175,1,Prime
196961.78756028955,11.642041902095052,36,86282.04085993771,695.135025407871,0,Prime
773374.8534889049,9.856866190538675,60,63171.32067834704,571.6374312055755,1,High Risk
828993.5427002567,14.911455786814628,48,125268.20792720637,752.5876336188074,0,Low Risk
450192.7920887243,16.164687515378432,60,68251.06684379418,850.0,0,Low Risk
615311.3926111533,13.307400878465693,12,82240.78599779782,577.7820436337084,0,High Risk
562250.0309087072,18.359781989963103,60,111049.98326380641,633.5294558364903,0,Subprime
1115776.1616910475,9.984182600830254,24,88401.26783179877,600.2723659558859,0,Subprime
723914.9822869154,16.078755869094834,48,87652.69089312444,642.409139504554,0,Subprime
474416.4817038467,12.18241753772332,24,20790.334718101592,671.9124800385458,0,Prime
308891.9118799148,19.15813371862189,12,100419.05005081654,594.2133649129979,0,Subprime
178710.7359484855,19.977546059504355,48,81667.60820640471,627.8464164742534,0,Subprime
540692.7271734446,11.700030236649956,36,96246.9530951765,656.9794558874221,0,Subprime
348729.8509431393,12.35132859227426,60,85496.3914510651,687.7281572806043,0,Prime
215549.2580804652,16.578763660939405,24,63225.27328631384,767.3194323988272,0,Low Risk
370685.4231514947,12.838608050631457,12,106829.21499648783,648.84169130682,0,Subprime
283690.399277121,13.863766346203285,36,85943.79833839748,605.0531491848274,0,Subprime
837428.327014513,14.07616526162723,60,41318.405268712704,705.7071318159102,0,Prime
676327.9513898902,8.24098053140703,36,119255.51469038488,682.0138303178247,0,Prime
498405.4717366765,13.958486761717289,60,37085.613068375846,634.5737923340216,1,Subprime
795988.8277780052,11.930816677807478,48,107027.87702751627,688.8013379861461,0,Prime
515473.66152952367,12.520631532800683,36,124607.95315790622,619.3481137019324,0,Subprime
327743.15973434725,18.33089601040644,36,46811.136921102116,607.5692784756454,0,Subprime
804624.8154539315,10.230479317162231,36,76317.14639786335,498.0546276165473,1,High Risk
607782.0087369317,16.439615560243933,48,73521.5526159747,623.7661514083537,0,Subprime
292550.7691347087,13.163111209004574,12,74870.86534457334,508.99816153195684,0,High Risk
461932.2643832784,13.160719494512497,60,134907.1506569919,598.8476920931224,0,Subprime
324876.3493230486,16.371115688155133,36,47158.43381248643,696.3584589277858,0,Prime
223440.05380713276,15.020153883706671,48,70802.98865363005,529.586426093152,1,High Risk
685235.5095063283,15.711838991658592,12,125099.67496465254,634.8124044666907,0,Subprime
881883.3280940261,16.904553981598582,60,70311.53514982555,655.2378934213839,0,Subprime
220286.48523617175,13.006074850450032,48,51926.60852400512,630.9124636535013,0,Subprime
612593.8473381142,12.16328979647675,60,87890.44045309244,611.4932138207605,0,Subprime
369871.4861756346,10.744548420326606,36,104169.21625121046,676.031105084211,0,Prime
402574.9232470608,11.523768410063134,12,68214.77089555108,687.1279360453283,0,Prime
381521.21515222616,22.847283275926173,48,96631.05172422634,650.1220902831703,1,Subprime
327201.8460640368,17.73403874221036,12,38701.547177763096,615.9391265757657,0,Subprime
509704.3255889654,9.946776901375936,36,40369.187497442166,719.1788746440086,0,Prime
333809.97671779245,10.03262612976929,12,66797.41159242118,545.14079518014,1,High Risk
554091.3651559678,15.445598185155475,12,97700.52259975184,704.9902846780177,0,Prime
489952.37811017263,15.641794392133901,24,102844.93942955259,683.5755513057325,0,Prime
452210.39062671806,15.646651505952093,12,44539.5185762581,665.9221475050615,0,Subprime
318487.2675916804,13.235132619338906,60,101732.62114197738,649.2083603418685,0,Subprime
384645.7338863335,13.623637219991299,48,84995.21121304341,498.8024960870121,1,High Risk
651078.2451651512,14.983638572478073,24,53623.85916646046,760.9881889609383,0,Low Risk
600183.4375248761,14.25767901887999,48,39974.34943931005,717.0936839108153,1,Prime
304488.95104028983,7.342098881757394,48,86894.69464712977,573.0887859284555,1,High Risk
519866.4610858452,13.310601108274419,36,118686.89672496339,710.7047748012498,0,Prime
650277.4246743578,11.44578069721906,36,81065.67292333872,665.1071759618897,0,Subprime
166118.94377572567,14.525634256725535,24,51952.3745178129,603.359837643484,0,Subprime
608672.038475987,22.95577700781023,36,23959.331387617203,745.3434973911637,1,Low Risk
367475.2482108307,15.102444996422914,36,125884.72540665825,615.5328592927304,0,Subprime
614119.7337186319,13.059410941482806,36,111255.51830959287,758.4901279676976,0,Low Risk
347348.1686914966,16.765404505931755,48,89062.30546314805,692.7424291960102,0,Prime
139023.5798670962,15.448063661627637,24,124339.81901796382,726.5246981139483,0,Prime
174491.51242336747,15.260283471355525,48,86717.57299260783,696.3268298458759,0,Prime
509616.9893322764,15.820551779647014,60,64068.8914814695,692.6184630207633,0,Prime
551944.5003442963,20.169630694488625,48,96653.96735150629,667.2184345317147,0,Subprime
319136.6749791183,10.607334694022253,60,55108.229711966254,591.8544842355785,0,Subprime
627718.4917554748,15.420896230434364,12,50130.56546440457,655.0020577875846,0,Subprime
167695.98754620802,11.220856610055385,12,103148.21328821806,723.3112675232934,0,Prime
486784.0402705367,15.666537939026744,60,105672.76302692246,707.5407769268494,0,Prime
257796.76004750867,11.243940465541717,60,41787.85158537772,690.1002771888238,0,Prime
369632.7784395682,12.747899559184747,48,42896.06952674431,482.3397349523202,0,High Risk
509479.7342632828,13.114730257286281,60,66648.50919100965,632.9420704874194,0,Subprime
327917.3269432095,16.927450158034127,24,58660.855004610115,624.5368622920157,0,Subprime
423088.89115403494,16.75536333182724,12,94294.66289496106,561.7393945550709,0,High Risk
701258.5618428881,10.262847870660845,12,81441.4951329677,722.3006096909813,0,Prime
384621.6260953703,14.164802332999546,60,114947.18772909816,487.9753045512361,0,High Risk
667138.4224130283,11.871260435752482,36,89517.7317570195,716.9308598321049,0,Prime
274058.6290684764,10.224485267973996,36,60662.695109849665,756.3390599522584,0,Low Risk
605960.8355830566,13.348948848726888,60,23266.134143406627,633.2126609384906,0,Subprime
788313.7241315801,13.074551634632542,24,85383.67952831532,644.0528844817856,0,Subprime
50000.0,21.280149459036565,36,28690.15669291168,727.404738855467,1,Prime
340620.94890590466,15.298879476082089,60,60291.342892374916,588.9076277260534,0,Subprime
615414.425436108,9.867147497737289,24,58348.19665709973,702.8621181417965,0,Prime
459390.92279140145,12.305677987487172,24,64747.18655349706,576.5748521858854,0,High Risk
574229.1746742618,17.064149886288195,48,40518.972202194265,552.6046475504506,0,High Risk
379202.9626568359,20.265328318609775,24,58241.701756701514,673.6792581319896,0,Prime
517317.95749457995,9.242050063286126,36,114377.137353554,647.8650414964371,0,Subprime
468864.5529215841,8.360226844582865,36,114294.454627248,512.3196551063215,0,High Risk
733556.4123319614,19.612895526115345,60,125974.99326397912,763.2248761935698,0,Low Risk
550884.1686602426,15.168842532112711,60,80304.39577231323,616.8226369293085,0,Subprime
567520.5324150404,11.3951218043709,24,88136.5738669474,690.8543935487241,0,Prime
417624.6067755065,15.603887258367307,12,114818.34253080975,778.414660106652,0,Low Risk
402478.7551855013,6.092756782949367,48,35880.17129188648,669.808350102349,0,Subprime
413488.3624360758,14.010126519791482,12,104168.85520111103,751.8633652693673,0,Low Risk
578890.4284756593,14.983463518529256,24,119070.34170186965,580.9556762924014,0,Subprime
415803.1038359474,16.77281041861349,24,53331.190218871285,763.6788283064038,0,Low Risk
557954.9713792825,10.958312143122388,12,121479.17436810979,583.9308403213502,0,Subprime
915080.1597290877,14.257061484210077,48,141731.4824090475,604.3086809897455,0,Subprime
674224.9406863385,11.223726121821239,12,103335.40011532485,533.6267671209965,0,High Risk
434795.2935664318,14.766151267022952,60,97835.13105980371,671.4739643932753,0,Prime
740242.784432789,11.313961032910928,36,46406.71852612224,700.4742011474341,0,Prime
418384.92539568973,12.775697482519337,60,112076.11787122773,711.3446708314816,0,Prime
92375.09296442923,11.012553815629314,36,49232.280420886615,535.4730992227692,0,High Risk
298382.7378165192,15.953408725470972,24,91092.22407921091,679.9980997170425,0,Prime
125841.61579482886,16.575353349969994,48,94132.85321993074,682.9585894406966,0,Prime
429697.30319173826,13.29613829012776,12,15000.0,699.1817367660742,1,Prime
503683.6758379103,14.114713984880085,48,92174.10150607253,588.1816970745199,0,Subprime
835287.4624550566,9.654225756099368,12,158644.24359435466,449.575701532464,0,High Risk
565385.4747528326,13.100970055979639,60,17244.30733188586,706.5183123202704,0,Prime
456179.89423822716,13.849386148874766,60,78383.24017960596,638.3336292077647,0,Subprime
665881.1162366979,21.862379273089925,12,21586.538697961427,672.419288456775,1,Prime
57772.938198422955,10.664098922677509,48,53175.75683584469,642.4314370568138,0,Subprime
547122.9116217132,18.392531716257313,12,22106.694355390886,668.7601797621503,1,Subprime
654173.0387773934,16.990576320397423,24,84786.26980991653,708.9695435351405,0,Prime
204282.7508440317,14.841909213470409,60,103808.14409778784,501.43826323660863,0,High Risk
728750.8086413858,19.2758614525854,24,92292.15898307276,741.2816220991424,0,Low Risk
567699.2814988828,15.116316417820588,60,52094.52591627283,635.4286003463664,0,Subprime
416942.41721983976,15.167477587003786,60,61718.15730212217,780.16594147808,0,Low Risk
626556.373221257,13.840638040947365,36,88168.18058256917,613.2435667691853,0,Subprime
954138.5715608792,17.670706647255884,24,53032.28029583239,595.472174993007,0,Subprime
536373.251011699,17.28940770143265,24,40136.14674453075,638.1328473767267,0,Subprime
549644.1172600673,12.122968137511362,36,72826.18819694116,689.9989632745474,0,Prime
408127.8200919512,10.042258416203698,48,51658.75372182777,628.0517958669564,0,Subprime
330031.1261070416,13.391058087813029,24,92346.73751760928,695.8010630100418,0,Prime
666067.1633088491,11.599884306807061,12,118960.92200950751,619.0299275952359,0,Subprime
328783.23481822654,13.809426276153935,36,157927.5020811729,652.7913774408883,0,Subprime
514313.2474438785,17.712314404052417,24,90142.0073641895,828.9242359235764,0,Low Risk
404468.51064697665,12.62809503473963,48,99379.16488458612,678.5813490826044,0,Prime
595795.9651492784,13.871529856065276,24,62020.47970117617,684.999698154078,0,Prime
566732.4210573897,14.174068204425186,60,63878.69677335366,532.1944010248818,1,High Risk
707507.9888515798,16.545292646615856,12,118521.68739622818,758.3430018676,0,Low Risk
397996.7202290506,7.259331998046184,36,71710.16599559666,735.3172068258614,0,Prime
446025.0129413258,12.17989911570411,60,82188.42135817347,592.8440712566561,0,Subprime
304247.2568435385,14.633851076838418,48,116689.27010385004,733.738074749739,0,Prime
411141.34798477765,17.600236869280582,60,71941.18484340231,676.3840981872016,0,Prime
575460.0986089704,12.524292657481384,60,125012.61313064446,653.7132718885257,0,Subprime
651397.7233290704,8.370341881874378,48,97190.88008154216,753.2764517019999,0,Low Risk
315566.9351644749,15.859134337898409,60,93661.94512934645,609.0161141543416,0,Subprime
673921.1840211321,12.093912833523111,36,60554.325587979685,592.211595545612,0,Subprime
771127.5717609902,10.431000022728917,24,95273.77985150315,666.6050656269605,0,Subprime
582686.9806447402,12.126963830860328,60,67128.6215640126,692.2583051630104,0,Prime
875359.1625116132,13.446423927032452,36,94082.26568587114,727.3052709355069,0,Prime
345242.1601792854,12.18576600638536,24,76945.24802718713,637.9237638602716,0,Subprime
251069.0593377166,7.383301828702793,24,109004.28712952358,582.0183106727482,0,Subprime
144255.9502191443,16.691198590661397,60,79046.86481609734,850.0,0,Low Risk
799208.8622978367,17.824625123836167,36,141135.72650710092,563.072435116883,0,High Risk
630873.1312708115,15.954565974018518,60,71733.59064812821,654.4094498631623,0,Subprime
488883.06581790897,10.58694298872555,48,63962.7571392947,712.3764419638089,0,Prime
555993.725263964,13.395525398157446,24,90383.41360403762,742.0898092030268,0,Low Risk
274902.19054032466,13.980436054311626,60,112336.1316748242,604.6271857001826,0,Subprime
989150.3959233653,15.79638316868573,24,112102.95454481822,500.0065844473837,1,High Risk
525844.2363950455,16.005021466154243,36,85003.44333207492,602.7787861229863,0,Subprime
521878.9589209786,11.797478603664512,12,90172.67482414356,718.9058008171108,0,Prime
645153.3247797384,14.245986669240681,60,90216.1417211727,700.999718519619,0,Prime
596201.8463473427,15.371841213845723,60,47663.81559115624,703.609788711046,0,Prime
544776.8048558263,18.3674669664403,24,110722.2032529829,706.9331268859498,0,Prime
341905.1089109376,16.113519619474168,36,42264.30703637998,757.2067386144407,0,Low Risk
594293.6714271992,16.367170062126558,48,47720.03972645624,587.9289243764167,0,Subprime
876404.8992950068,14.251479883788083,36,81650.81253564396,554.1681603417917,1,High Risk
769084.0092309956,18.23137743561051,60,70404.20797563375,679.6384196211004,0,Prime
818637.3253278794,15.229288387878492,48,103884.72198126349,566.1180248345448,0,High Risk
397756.864713763,11.416736269479289,36,93420.58018010542,549.1267720411996,0,High Risk
302079.03594828385,18.21010991037557,12,84146.04161212077,747.9167927925708,0,Low Risk
474842.6159800704,16.093709817617082,24,46233.98012083849,670.028785366065,0,Prime
511144.9824577389,12.670867936614552,36,80796.80314590206,652.2794519236069,0,Subprime
718838.3036941898,12.56152109780227,36,78424.6559263575,653.9419197412252,0,Subprime
161507.07405703614,14.889726635422285,12,86665.6021070651,641.5088792140268,0,Subprime
805910.0638921228,15.389554385802754,60,67098.85983717086,747.3792516261259,0,Low Risk
468398.4202842021,14.591876796893619,24,95684.52613980629,528.8307275843373,0,High Risk
414623.786010516,14.933926020328654,36,69603.16886879399,525.5181135039666,0,High Risk
297579.12494796654,19.099872123729142,48,92873.40395387336,575.0894785129673,1,High Risk
169028.66562684614,17.214629456704657,36,103881.42722257253,673.1329318191962,0,Prime
664634.1167923829,14.571906773795073,24,63962.13504042878,794.427499190279,0,Low Risk
514663.5934376808,16.82393174230245,36,56835.245894555446,719.5267193204218,0,Prime
242007.82005178923,10.902428289417381,12,94290.98469408017,697.3954171379278,0,Prime
240984.2455872768,15.193781149840426,36,40367.009578567115,643.6106454972379,0,Subprime
432843.06014197436,19.427919049199332,36,113349.94264676186,543.3976068803256,1,High Risk
833804.3050578786,13.34586231382288,48,80328.87851350925,691.1991859269731,0,Prime
448081.72972727905,11.457098214142746,12,76557.24794304905,812.0773652668106,0,Low Risk
199371.40937637875,12.043733334220818,12,96380.47755053677,630.7953875593176,0,Subprime
450851.38718281116,10.731100887972834,36,94518.6356126629,605.1461308196854,0,Subprime
445455.2860504659,11.64571427561689,48,80195.54224936721,631.1805442887766,0,Subprime
50000.0,12.888475704229913,36,106358.49231805743,697.9800910793936,0,Prime
489141.02669643756,9.783298942464075,36,59828.350839492436,658.9384148201545,0,Subprime
453813.0939582644,14.04685500184881,24,101370.69479880876,722.8011288891777,0,Prime
639241.2729626837,16.70683152135994,24,47641.295849927745,647.3239300600139,0,Subprime
869791.2189890691,11.276731459559239,48,95319.46973195401,630.7190696283375,0,Subprime
725313.0059095515,18.557851770925307,60,70163.80110599128,668.3204783963397,1,Subprime
446222.2618890339,15.532376265582784,24,40667.41812892427,606.8278258535457,0,Subprime
278694.8182516659,17.09174175687217,60,87699.28451433119,789.2611953155711,0,Low Risk
1014671.9606499721,12.02649633844359,12,78967.20520547812,715.8491518493292,0,Prime
511843.68680289766,16.563575681199847,24,33718.23471553614,562.024113007547,1,High Risk
502785.85838258924,10.724198298814061,24,16590.03372320808,590.339266277269,0,Subprime
495174.98257799936,16.670742502509526,48,75432.08499747515,695.2269604132883,0,Prime
539616.952153571,14.515518019380593,60,128546.77882105482,664.6654036797131,0,Subprime
471127.9176152115,15.659753659954351,24,89630.45024617732,674.200936747846,0,Prime
385267.5986239527,10.473216183125444,24,59950.902898566674,634.6298023507086,0,Subprime
390628.21175192157,11.314790473170186,48,112456.0854706357,686.4138429220346,0,Prime
493449.34595680033,15.791684654760154,48,107216.70853623677,636.5115305197033,0,Subprime
391315.045773247,11.154955987327398,60,118147.37233968158,695.0703634727672,0,Prime
357430.8434645671,15.38961887629737,12,100516.93293028121,711.8422585000719,0,Prime
521286.04553837935,9.898586580619263,12,106577.06969333623,778.5392269310528,0,Low Risk
449004.55651582894,16.544522638000004,36,101933.25593037691,608.8240605643232,0,Subprime
800798.5977165378,10.302430055694472,24,65674.85157750717,649.1105094539568,0,Subprime
50000.0,15.656899813038569,60,30881.57781789214,552.4814871283066,1,High Risk
718301.3703844923,15.876892800938002,24,64365.93812620845,796.1009133631275,0,Low Risk
749217.0384995257,11.909684544711276,60,113148.10931004063,491.9609634236927,0,High Risk
85321.95351837011,15.74607970125418,60,68569.67491716285,784.6295510825447,0,Low Risk
431462.48118393024,14.781326790000668,60,75636.22846677931,657.4775665832913,0,Subprime
425711.8268008417,12.383474431421785,24,45026.452005606654,683.4742344389317,0,Prime
218497.66105643578,10.974335947771376,48,63467.31283522331,636.7464725016279,0,Subprime
344436.6624818249,8.112122924982263,24,79727.32499649722,652.4880526490633,0,Subprime
277884.8309068342,15.04895014189908,60,94776.8653357626,697.0467679795603,0,Prime
850454.0886847245,9.305591685913836,36,66240.17098473001,519.0682030542994,0,High Risk
687135.6786294922,14.286032598323924,12,64143.87723146903,597.8299010324878,0,Subprime
754311.0189988317,13.209655351753252,60,105265.26695446605,582.3954172953073,0,Subprime
644334.412808647,16.037428326314586,36,89757.99579314672,685.7923826828654,0,Prime
274189.64575655415,13.093863501530407,48,93460.17395576449,650.3492958723082,0,Subprime
395095.94674404524,13.011656640958726,60,125849.61758205113,699.4476672343046,0,Prime
597874.9122455836,16.195612112864886,36,64847.76834768928,663.1820003345085,0,Subprime
255574.4382216109,15.005174087252353,60,78529.42488555095,734.6871068652797,0,Prime
642599.6860344775,14.948467871548335,24,96534.7932326944,590.7780567192997,0,Subprime
451934.920368373,15.40780276942558,36,53854.779150259594,654.652462388019,0,Subprime
